,player_type,player,result
85,"smart 2: 2, 0.6",2,win via score
86,"smart 2: 2, 0.6",2,win via score
87,"smart 2: 2, 0.6",2,win via score
88,"smart 2: 2, 0.6",2,win via score
89,"smart 2: 0, 0.6",3,win via score
90,"smart 2: 2, 0.6",2,win via score
91,"smart 2: 0, 0.4",1,win via score
92,"smart 2: 0, 0.6",3,win via score
93,"smart 2: 0, 0.6",3,win via score
94,approx q learning,0,win via score
95,"smart 2: 2, 0.6",2,win via score
96,"smart 2: 0, 0.4",1,win via score
97,"smart 2: 0, 0.6",3,win via score
98,"smart 2: 0, 0.4",1,win via score
99,"smart 2: 2, 0.6",2,win via score
100,"smart 2: 0, 0.6",3,win via score
101,"smart 2: 0, 0.6",3,win via score
102,"smart 2: 0, 0.4",1,win via score
103,"smart 2: 0, 0.6",3,win via score
104,"smart 2: 0, 0.6",3,win via score
105,"smart 2: 0, 0.6",3,win via score
106,"smart 2: 2, 0.6",2,win via score
107,"smart 2: 2, 0.6",2,win via score
108,"smart 2: 0, 0.6",3,win via score
109,"smart 2: 0, 0.6",3,win via score
110,"smart 2: 0, 0.4",1,win via score
111,"smart 2: 0, 0.6",3,win via score
112,"smart 2: 0, 0.4",1,win via score
113,approx q learning,0,win via score
114,"smart 2: 2, 0.6",2,win via score
115,approx q learning,0,win via score
116,"smart 2: 2, 0.6",2,win via score
117,"smart 2: 2, 0.6",2,win via score
118,"smart 2: 0, 0.6",3,win via score
119,"smart 2: 2, 0.6",2,win via score
120,"smart 2: 0, 0.6",3,win via elim
121,"smart 2: 2, 0.6",2,win via score
122,approx q learning,0,win via score
123,"smart 2: 0, 0.4",1,win via elim
124,"smart 2: 0, 0.6",3,win via elim
125,"smart 2: 0, 0.6",3,win via score
126,"smart 2: 0, 0.4",1,win via score
127,"smart 2: 0, 0.4",1,win via score
128,"smart 2: 0, 0.6",3,win via score
129,"smart 2: 0, 0.6",3,win via score
130,"smart 2: 0, 0.6",3,win via elim
131,"smart 2: 0, 0.6",3,win via score
132,"smart 2: 0, 0.6",3,win via elim
133,approx q learning,0,win via score
134,"smart 2: 0, 0.4",1,win via score
135,"smart 2: 0, 0.6",3,win via score
136,"smart 2: 0, 0.6",3,win via score
137,"smart 2: 2, 0.6",2,win via score
138,"smart 2: 0, 0.6",3,win via score
139,"smart 2: 2, 0.6",2,win via score
140,"smart 2: 0, 0.6",3,win via elim
141,"smart 2: 0, 0.4",1,win via score
142,"smart 2: 0, 0.4",1,win via score
143,"smart 2: 2, 0.6",2,win via score
144,"smart 2: 0, 0.6",3,win via score
145,"smart 2: 2, 0.6",2,win via score
146,"smart 2: 0, 0.4",1,win via score
147,"smart 2: 2, 0.6",2,win via score
148,"smart 2: 0, 0.4",1,win via score
149,"smart 2: 2, 0.6",2,win via score
150,"smart 2: 0, 0.6",3,win via score
151,"smart 2: 2, 0.6",2,win via score
152,"smart 2: 0, 0.4",1,win via score
153,"smart 2: 0, 0.4",1,win via score
154,"smart 2: 2, 0.6",2,win via elim
155,"smart 2: 2, 0.6",2,win via score
156,"smart 2: 0, 0.6",3,win via score
157,"smart 2: 2, 0.6",2,win via score
158,"smart 2: 0, 0.6",3,win via score
159,approx q learning,0,win via score
160,"smart 2: 0, 0.6",3,win via score
161,"smart 2: 2, 0.6",2,win via elim
162,"smart 2: 0, 0.6",3,win via score
163,approx q learning,0,win via score
164,"smart 2: 0, 0.6",3,win via score
165,"smart 2: 0, 0.6",3,win via elim
166,"smart 2: 0, 0.6",3,win via score
167,"smart 2: 0, 0.6",3,win via score
168,"smart 2: 0, 0.6",3,win via score
169,"smart 2: 2, 0.6",2,win via elim
170,"smart 2: 0, 0.4",1,win via score
171,approx q learning,0,win via score
172,"smart 2: 2, 0.6",2,win via elim
173,"smart 2: 2, 0.6",2,win via score
174,"smart 2: 0, 0.4",1,win via score
175,"smart 2: 0, 0.4",1,win via score
176,"smart 2: 0, 0.4",1,win via score
177,"smart 2: 0, 0.6",3,win via score
178,"smart 2: 2, 0.6",2,win via score
179,approx q learning,0,win via score
180,"smart 2: 2, 0.6",2,win via score
181,"smart 2: 0, 0.4",1,win via score
182,"smart 2: 2, 0.6",2,win via score
183,"smart 2: 2, 0.6",2,win via score
184,"smart 2: 2, 0.6",2,win via score
185,"smart 2: 0, 0.6",3,win via score
186,"smart 2: 0, 0.4",1,win via score
187,"smart 2: 0, 0.6",3,win via elim
188,approx q learning,0,win via score
189,"smart 2: 0, 0.6",3,win via score
190,"smart 2: 2, 0.6",2,win via elim
191,"smart 2: 0, 0.6",3,win via score
192,"smart 2: 0, 0.6",3,win via elim
193,"smart 2: 0, 0.4",1,win via score
194,approx q learning,0,win via score
195,"smart 2: 0, 0.4",1,win via score
196,"smart 2: 2, 0.6",2,win via score
197,"smart 2: 0, 0.6",3,win via score
198,"smart 2: 0, 0.6",3,win via score
199,"smart 2: 0, 0.4",1,win via score
200,"smart 2: 2, 0.6",2,win via score
201,"smart 2: 2, 0.6",2,win via score
202,"smart 2: 2, 0.6",2,win via score
203,"smart 2: 0, 0.6",3,win via score
204,"smart 2: 0, 0.6",3,win via score
205,"smart 2: 2, 0.6",2,win via score
206,"smart 2: 0, 0.6",3,win via score
207,approx q learning,0,win via score
208,"smart 2: 0, 0.4",1,win via score
209,"smart 2: 2, 0.6",2,win via score
210,approx q learning,0,win via score
211,"smart 2: 0, 0.6",3,win via score
212,approx q learning,0,win via score
213,approx q learning,0,win via score
214,"smart 2: 2, 0.6",2,win via elim
215,approx q learning,0,win via score
216,"smart 2: 0, 0.6",3,win via score
217,"smart 2: 0, 0.4",1,win via score
218,approx q learning,0,win via score
219,"smart 2: 0, 0.4",1,win via score
220,"smart 2: 0, 0.4",1,win via score
221,approx q learning,0,win via score
222,"smart 2: 2, 0.6",2,win via score
223,"smart 2: 2, 0.6",2,win via score
224,"smart 2: 0, 0.4",1,win via score
225,"smart 2: 2, 0.6",2,win via score
226,"smart 2: 2, 0.6",2,win via elim
227,"smart 2: 0, 0.4",1,win via score
228,approx q learning,0,win via score
229,"smart 2: 0, 0.4",1,win via score
230,"smart 2: 2, 0.6",2,win via score
231,"smart 2: 2, 0.6",2,win via elim
232,"smart 2: 0, 0.4",1,win via score
233,"smart 2: 0, 0.6",3,win via score
234,"smart 2: 0, 0.4",1,win via score
235,approx q learning,0,win via score
236,"smart 2: 0, 0.4",1,win via score
237,"smart 2: 0, 0.6",3,win via score
238,"smart 2: 2, 0.6",2,win via score
239,"smart 2: 2, 0.6",2,win via score
240,"smart 2: 2, 0.6",2,win via elim
241,approx q learning,0,win via score
242,"smart 2: 0, 0.6",3,win via score
243,"smart 2: 0, 0.4",1,win via score
244,"smart 2: 0, 0.6",3,win via score
245,approx q learning,0,win via score
246,"smart 2: 0, 0.4",1,win via score
247,"smart 2: 2, 0.6",2,win via score
248,"smart 2: 2, 0.6",2,win via score
249,"smart 2: 2, 0.6",2,win via score
250,"smart 2: 2, 0.6",2,win via score
251,"smart 2: 0, 0.6",3,win via score
252,"smart 2: 0, 0.4",1,win via score
253,"smart 2: 2, 0.6",2,win via score
254,"smart 2: 0, 0.6",3,win via elim
255,"smart 2: 2, 0.6",2,win via score
256,"smart 2: 2, 0.6",2,win via score
257,"smart 2: 0, 0.6",3,win via score
258,"smart 2: 2, 0.6",2,win via score
259,"smart 2: 0, 0.4",1,win via score
260,"smart 2: 2, 0.6",2,win via score
261,"smart 2: 2, 0.6",2,win via elim
262,"smart 2: 0, 0.6",3,win via elim
263,"smart 2: 2, 0.6",2,win via score
264,approx q learning,0,win via score
265,"smart 2: 2, 0.6",2,win via score
266,"smart 2: 0, 0.6",3,win via score
267,approx q learning,0,win via score
268,"smart 2: 2, 0.6",2,win via score
269,"smart 2: 0, 0.4",1,win via score
270,"smart 2: 0, 0.4",1,win via score
271,"smart 2: 2, 0.6",2,win via score
272,"smart 2: 2, 0.6",2,win via score
273,"smart 2: 0, 0.6",3,win via score
274,"smart 2: 0, 0.6",3,win via score
275,"smart 2: 2, 0.6",2,win via score
276,"smart 2: 2, 0.6",2,win via score
277,"smart 2: 0, 0.4",1,win via score
278,"smart 2: 2, 0.6",2,win via score
279,"smart 2: 2, 0.6",2,win via elim
280,"smart 2: 2, 0.6",2,win via score
281,"smart 2: 2, 0.6",2,win via score
282,"smart 2: 2, 0.6",2,win via score
283,"smart 2: 0, 0.6",3,win via score
284,approx q learning,0,win via score
285,"smart 2: 2, 0.6",2,win via elim
286,approx q learning,0,win via score
287,"smart 2: 0, 0.4",1,win via score
288,"smart 2: 2, 0.6",2,win via score
289,"smart 2: 0, 0.6",3,win via score
290,"smart 2: 2, 0.6",2,win via score
291,"smart 2: 0, 0.4",1,win via score
292,"smart 2: 0, 0.4",1,win via score
293,"smart 2: 2, 0.6",2,win via score
294,approx q learning,0,win via score
295,"smart 2: 0, 0.4",1,win via score
296,"smart 2: 2, 0.6",2,win via score
297,"smart 2: 2, 0.6",2,win via score
298,"smart 2: 2, 0.6",2,win via score
299,"smart 2: 2, 0.6",2,win via score
300,"smart 2: 0, 0.6",3,win via score
301,"smart 2: 2, 0.6",2,win via score
302,"smart 2: 2, 0.6",2,win via score
303,approx q learning,0,win via score
304,"smart 2: 0, 0.4",1,win via score
305,"smart 2: 0, 0.4",1,win via score
306,"smart 2: 2, 0.6",2,win via score
307,approx q learning,0,win via score
308,"smart 2: 0, 0.6",3,win via score
309,"smart 2: 0, 0.6",3,win via elim
310,"smart 2: 2, 0.6",2,win via score
311,"smart 2: 0, 0.4",1,win via score
312,"smart 2: 2, 0.6",2,win via score
313,"smart 2: 0, 0.4",1,win via elim
314,"smart 2: 0, 0.4",1,win via elim
315,"smart 2: 0, 0.6",3,win via elim
316,"smart 2: 2, 0.6",2,win via score
317,"smart 2: 0, 0.6",3,win via score
318,"smart 2: 0, 0.4",1,win via score
319,approx q learning,0,win via score
320,"smart 2: 0, 0.4",1,win via score
321,"smart 2: 0, 0.6",3,win via score
322,approx q learning,0,win via score
323,"smart 2: 0, 0.6",3,win via score
324,"smart 2: 2, 0.6",2,win via score
325,approx q learning,0,win via score
326,approx q learning,0,win via score
327,"smart 2: 0, 0.4",1,win via score
328,"smart 2: 0, 0.6",3,win via score
329,approx q learning,0,win via score
330,"smart 2: 2, 0.6",2,win via score
331,"smart 2: 2, 0.6",2,win via score
332,"smart 2: 0, 0.4",1,win via score
333,"smart 2: 0, 0.4",1,win via score
334,"smart 2: 0, 0.6",3,win via score
335,approx q learning,0,win via score
336,"smart 2: 0, 0.6",3,win via score
337,"smart 2: 0, 0.4",1,win via elim
338,"smart 2: 2, 0.6",2,win via score
339,"smart 2: 0, 0.6",3,win via score
340,"smart 2: 0, 0.6",3,win via score
341,approx q learning,0,win via score
342,approx q learning,0,win via score
343,"smart 2: 0, 0.6",3,win via score
344,"smart 2: 0, 0.4",1,win via score
345,approx q learning,0,win via score
346,"smart 2: 2, 0.6",2,win via score
347,"smart 2: 2, 0.6",2,win via score
348,"smart 2: 0, 0.6",3,win via score
349,"smart 2: 0, 0.4",1,win via score
350,"smart 2: 0, 0.6",3,win via score
351,"smart 2: 2, 0.6",2,win via score
352,"smart 2: 2, 0.6",2,win via score
353,"smart 2: 0, 0.4",1,win via score
354,"smart 2: 0, 0.6",3,win via score
355,approx q learning,0,win via score
356,"smart 2: 0, 0.6",3,win via score
357,"smart 2: 0, 0.4",1,win via score
358,"smart 2: 0, 0.6",3,win via elim
359,"smart 2: 2, 0.6",2,win via elim
360,"smart 2: 0, 0.6",3,win via elim
361,"smart 2: 0, 0.6",3,win via score
362,"smart 2: 0, 0.6",3,win via score
363,"smart 2: 0, 0.4",1,win via score
364,"smart 2: 2, 0.6",2,win via score
365,"smart 2: 2, 0.6",2,win via score
366,approx q learning,0,win via score
367,"smart 2: 2, 0.6",2,win via score
368,"smart 2: 0, 0.6",3,win via score
369,"smart 2: 0, 0.6",3,win via score
370,"smart 2: 0, 0.6",3,win via score
371,"smart 2: 2, 0.6",2,win via elim
372,"smart 2: 0, 0.6",3,win via score
373,"smart 2: 0, 0.6",3,win via elim
374,approx q learning,0,win via score
375,"smart 2: 2, 0.6",2,win via score
376,"smart 2: 0, 0.4",1,win via score
377,"smart 2: 0, 0.4",1,win via score
378,"smart 2: 0, 0.4",1,win via score
379,"smart 2: 2, 0.6",2,win via score
380,approx q learning,0,win via score
381,"smart 2: 2, 0.6",2,win via score
382,"smart 2: 2, 0.6",2,win via score
383,"smart 2: 0, 0.4",1,win via score
384,"smart 2: 2, 0.6",2,win via score
385,"smart 2: 0, 0.6",3,win via score
386,"smart 2: 0, 0.4",1,win via score
387,"smart 2: 0, 0.6",3,win via score
388,approx q learning,0,win via score
389,"smart 2: 0, 0.4",1,win via score
390,approx q learning,0,win via score
391,"smart 2: 0, 0.6",3,win via score
392,"smart 2: 2, 0.6",2,win via score
393,"smart 2: 2, 0.6",2,win via score
394,"smart 2: 2, 0.6",2,win via elim
395,"smart 2: 0, 0.4",1,win via elim
396,"smart 2: 0, 0.4",1,win via score
397,"smart 2: 2, 0.6",2,win via elim
398,"smart 2: 0, 0.4",1,win via elim
399,"smart 2: 2, 0.6",2,win via score
400,"smart 2: 2, 0.6",2,win via score
401,approx q learning,0,win via score
402,approx q learning,0,win via score
403,"smart 2: 0, 0.6",3,win via score
404,approx q learning,0,win via score
405,"smart 2: 2, 0.6",2,win via score
406,approx q learning,0,win via score
407,"smart 2: 0, 0.6",3,win via elim
408,approx q learning,0,win via score
409,"smart 2: 0, 0.4",1,win via score
410,"smart 2: 0, 0.6",3,win via score
411,"smart 2: 0, 0.6",3,win via score
412,"smart 2: 2, 0.6",2,win via score
413,"smart 2: 0, 0.6",3,win via score
414,"smart 2: 2, 0.6",2,win via score
415,"smart 2: 2, 0.6",2,win via score
416,approx q learning,0,win via score
417,"smart 2: 0, 0.4",1,win via score
418,"smart 2: 0, 0.4",1,win via score
419,"smart 2: 2, 0.6",2,win via score
420,"smart 2: 0, 0.6",3,win via score
421,approx q learning,0,win via score
422,approx q learning,0,win via score
423,"smart 2: 2, 0.6",2,win via score
424,"smart 2: 0, 0.6",3,win via score
425,"smart 2: 0, 0.6",3,win via score
426,"smart 2: 0, 0.4",1,win via score
427,"smart 2: 2, 0.6",2,win via elim
428,"smart 2: 2, 0.6",2,win via score
429,"smart 2: 2, 0.6",2,win via score
430,"smart 2: 0, 0.4",1,win via elim
431,"smart 2: 0, 0.6",3,win via elim
432,"smart 2: 0, 0.6",3,win via score
433,"smart 2: 2, 0.6",2,win via score
434,approx q learning,0,win via score
435,"smart 2: 2, 0.6",2,win via score
436,"smart 2: 0, 0.4",1,win via score
437,"smart 2: 0, 0.6",3,win via score
438,"smart 2: 0, 0.4",1,win via score
439,"smart 2: 2, 0.6",2,win via elim
440,"smart 2: 0, 0.4",1,win via score
441,approx q learning,0,win via score
442,"smart 2: 0, 0.6",3,win via score
443,approx q learning,0,win via score
444,approx q learning,0,win via score
445,"smart 2: 2, 0.6",2,win via elim
446,approx q learning,0,win via score
447,"smart 2: 2, 0.6",2,win via score
448,"smart 2: 2, 0.6",2,win via score
449,"smart 2: 0, 0.4",1,win via score
450,"smart 2: 0, 0.6",3,win via score
451,"smart 2: 2, 0.6",2,win via score
452,"smart 2: 0, 0.4",1,win via score
453,"smart 2: 0, 0.6",3,win via score
454,approx q learning,0,win via score
455,"smart 2: 0, 0.6",3,win via score
456,"smart 2: 2, 0.6",2,win via score
457,"smart 2: 2, 0.6",2,win via elim
458,"smart 2: 0, 0.6",3,win via score
459,"smart 2: 2, 0.6",2,win via score
460,"smart 2: 0, 0.4",1,win via score
461,"smart 2: 0, 0.4",1,win via score
462,"smart 2: 2, 0.6",2,win via score
463,"smart 2: 0, 0.4",1,win via score
464,"smart 2: 0, 0.6",3,win via score
465,"smart 2: 0, 0.4",1,win via score
466,"smart 2: 0, 0.6",3,win via score
467,"smart 2: 0, 0.6",3,win via score
468,approx q learning,0,win via score
469,"smart 2: 2, 0.6",2,win via score
470,"smart 2: 0, 0.4",1,win via score
471,"smart 2: 0, 0.6",3,win via score
472,"smart 2: 0, 0.6",3,win via score
473,approx q learning,0,win via score
474,"smart 2: 2, 0.6",2,win via score
475,"smart 2: 0, 0.4",1,win via score
476,"smart 2: 0, 0.6",3,win via score
477,"smart 2: 2, 0.6",2,win via score
478,"smart 2: 2, 0.6",2,win via score
479,"smart 2: 0, 0.6",3,win via score
480,"smart 2: 0, 0.6",3,win via elim
481,"smart 2: 2, 0.6",2,win via score
482,"smart 2: 2, 0.6",2,win via score
483,"smart 2: 2, 0.6",2,win via score
484,"smart 2: 2, 0.6",2,win via score
485,approx q learning,0,win via score
486,"smart 2: 0, 0.6",3,win via elim
487,"smart 2: 0, 0.6",3,win via elim
488,approx q learning,0,win via score
489,"smart 2: 0, 0.6",3,win via score
490,"smart 2: 0, 0.4",1,win via score
491,"smart 2: 2, 0.6",2,win via score
492,"smart 2: 0, 0.6",3,win via score
493,"smart 2: 0, 0.6",3,win via score
494,approx q learning,0,win via score
495,"smart 2: 0, 0.6",3,win via score
496,"smart 2: 2, 0.6",2,win via score
497,"smart 2: 0, 0.4",1,win via elim
498,approx q learning,0,win via score
499,"smart 2: 2, 0.6",2,win via elim
500,"smart 2: 0, 0.6",3,win via score
501,"smart 2: 2, 0.6",2,win via score
502,"smart 2: 0, 0.6",3,win via score
503,"smart 2: 0, 0.4",1,win via score
504,"smart 2: 2, 0.6",2,win via score
505,"smart 2: 0, 0.4",1,win via score
506,"smart 2: 2, 0.6",2,win via score
507,approx q learning,0,win via score
508,"smart 2: 2, 0.6",2,win via score
509,"smart 2: 0, 0.4",1,win via score
510,"smart 2: 0, 0.4",1,win via score
511,"smart 2: 2, 0.6",2,win via score
512,"smart 2: 0, 0.6",3,win via elim
513,"smart 2: 2, 0.6",2,win via score
514,"smart 2: 2, 0.6",2,win via score
515,"smart 2: 2, 0.6",2,win via score
516,"smart 2: 2, 0.6",2,win via score
517,"smart 2: 2, 0.6",2,win via score
518,"smart 2: 2, 0.6",2,win via score
519,"smart 2: 2, 0.6",2,win via score
520,"smart 2: 0, 0.6",3,win via score
521,"smart 2: 2, 0.6",2,win via score
522,"smart 2: 2, 0.6",2,win via score
523,approx q learning,0,win via score
524,"smart 2: 0, 0.6",3,win via score
525,"smart 2: 0, 0.6",3,win via score
526,"smart 2: 2, 0.6",2,win via score
527,"smart 2: 0, 0.4",1,win via score
528,"smart 2: 0, 0.4",1,win via score
529,"smart 2: 2, 0.6",2,win via score
530,"smart 2: 0, 0.4",1,win via score
531,approx q learning,0,win via score
532,"smart 2: 0, 0.6",3,win via score
533,"smart 2: 2, 0.6",2,win via score
534,"smart 2: 2, 0.6",2,win via score
535,"smart 2: 2, 0.6",2,win via score
536,approx q learning,0,win via score
537,"smart 2: 0, 0.4",1,win via score
538,"smart 2: 0, 0.4",1,win via score
539,"smart 2: 0, 0.6",3,win via score
540,"smart 2: 0, 0.4",1,win via score
541,"smart 2: 2, 0.6",2,win via score
542,"smart 2: 2, 0.6",2,win via score
543,"smart 2: 0, 0.4",1,win via score
544,"smart 2: 2, 0.6",2,win via score
545,"smart 2: 2, 0.6",2,win via score
546,"smart 2: 0, 0.4",1,win via score
547,"smart 2: 2, 0.6",2,win via score
548,"smart 2: 0, 0.6",3,win via score
549,approx q learning,0,win via score
550,"smart 2: 0, 0.4",1,win via score
551,"smart 2: 0, 0.4",1,win via score
552,"smart 2: 2, 0.6",2,win via score
553,approx q learning,0,win via score
554,"smart 2: 2, 0.6",2,win via score
555,"smart 2: 0, 0.4",1,win via score
556,"smart 2: 0, 0.6",3,win via score
557,"smart 2: 0, 0.6",3,win via elim
558,"smart 2: 0, 0.6",3,win via score
559,approx q learning,0,win via score
560,"smart 2: 2, 0.6",2,win via score
561,"smart 2: 2, 0.6",2,win via score
562,"smart 2: 2, 0.6",2,win via score
563,"smart 2: 0, 0.4",1,win via score
564,"smart 2: 2, 0.6",2,win via score
565,"smart 2: 2, 0.6",2,win via score
566,approx q learning,0,win via score
567,approx q learning,0,win via score
568,"smart 2: 0, 0.4",1,win via score
569,"smart 2: 0, 0.6",3,win via score
570,"smart 2: 0, 0.6",3,win via elim
571,"smart 2: 2, 0.6",2,win via score
572,"smart 2: 2, 0.6",2,win via score
573,"smart 2: 2, 0.6",2,win via score
574,approx q learning,0,win via score
575,"smart 2: 0, 0.6",3,win via score
576,"smart 2: 2, 0.6",2,win via score
577,"smart 2: 0, 0.6",3,win via score
578,"smart 2: 0, 0.4",1,win via score
579,"smart 2: 0, 0.6",3,win via score
580,approx q learning,0,win via score
581,"smart 2: 2, 0.6",2,win via score
582,"smart 2: 0, 0.6",3,win via score
583,"smart 2: 0, 0.4",1,win via score
584,"smart 2: 0, 0.6",3,win via score
585,"smart 2: 0, 0.4",1,win via score
586,"smart 2: 0, 0.6",3,win via score
587,"smart 2: 0, 0.4",1,win via score
588,"smart 2: 0, 0.6",3,win via score
589,"smart 2: 0, 0.4",1,win via elim
590,"smart 2: 2, 0.6",2,win via score
591,"smart 2: 2, 0.6",2,win via score
592,"smart 2: 2, 0.6",2,win via score
593,"smart 2: 0, 0.6",3,win via score
594,"smart 2: 0, 0.4",1,win via score
595,"smart 2: 0, 0.4",1,win via score
596,"smart 2: 0, 0.4",1,win via score
597,"smart 2: 2, 0.6",2,win via elim
598,"smart 2: 2, 0.6",2,win via score
599,"smart 2: 0, 0.6",3,win via elim
600,"smart 2: 2, 0.6",2,win via score
601,"smart 2: 2, 0.6",2,win via score
602,"smart 2: 0, 0.4",1,win via score
603,"smart 2: 2, 0.6",2,win via score
604,"smart 2: 2, 0.6",2,win via score
605,"smart 2: 2, 0.6",2,win via score
606,approx q learning,0,win via score
607,"smart 2: 2, 0.6",2,win via elim
608,"smart 2: 0, 0.4",1,win via score
609,"smart 2: 0, 0.6",3,win via score
610,"smart 2: 0, 0.4",1,win via score
611,"smart 2: 0, 0.6",3,win via score
612,"smart 2: 2, 0.6",2,win via score
613,"smart 2: 0, 0.4",1,win via score
614,"smart 2: 2, 0.6",2,win via score
615,"smart 2: 0, 0.6",3,win via score
616,"smart 2: 2, 0.6",2,win via score
617,"smart 2: 2, 0.6",2,win via elim
618,"smart 2: 0, 0.4",1,win via elim
619,"smart 2: 0, 0.6",3,win via elim
620,"smart 2: 2, 0.6",2,win via score
621,"smart 2: 0, 0.6",3,win via score
622,"smart 2: 2, 0.6",2,win via score
623,"smart 2: 0, 0.6",3,win via score
624,"smart 2: 2, 0.6",2,win via score
625,"smart 2: 2, 0.6",2,win via score
626,"smart 2: 0, 0.6",3,win via elim
627,"smart 2: 2, 0.6",2,win via score
628,"smart 2: 0, 0.6",3,win via score
629,"smart 2: 0, 0.6",3,win via score
630,approx q learning,0,win via score
631,"smart 2: 2, 0.6",2,win via score
632,approx q learning,0,win via score
633,"smart 2: 0, 0.6",3,win via score
634,"smart 2: 2, 0.6",2,win via score
635,"smart 2: 0, 0.6",3,win via score
636,"smart 2: 0, 0.6",3,win via score
637,approx q learning,0,win via score
638,"smart 2: 2, 0.6",2,win via score
639,"smart 2: 0, 0.4",1,win via score
640,"smart 2: 0, 0.4",1,win via elim
641,"smart 2: 0, 0.4",1,win via score
642,approx q learning,0,win via score
643,"smart 2: 2, 0.6",2,win via score
644,"smart 2: 2, 0.6",2,win via elim
645,approx q learning,0,win via score
646,"smart 2: 2, 0.6",2,win via elim
647,"smart 2: 0, 0.6",3,win via score
648,"smart 2: 0, 0.6",3,win via score
649,"smart 2: 0, 0.4",1,win via score
650,"smart 2: 2, 0.6",2,win via score
651,"smart 2: 2, 0.6",2,win via elim
652,"smart 2: 0, 0.6",3,win via score
653,"smart 2: 0, 0.6",3,win via score
654,"smart 2: 0, 0.6",3,win via score
655,"smart 2: 2, 0.6",2,win via score
656,"smart 2: 0, 0.4",1,win via score
657,"smart 2: 0, 0.6",3,win via score
658,approx q learning,0,win via score
659,"smart 2: 0, 0.6",3,win via score
660,"smart 2: 2, 0.6",2,win via elim
661,"smart 2: 2, 0.6",2,win via score
662,approx q learning,0,win via score
663,"smart 2: 2, 0.6",2,win via elim
664,approx q learning,0,win via score
665,approx q learning,0,win via score
666,approx q learning,0,win via score
667,"smart 2: 0, 0.4",1,win via score
668,"smart 2: 2, 0.6",2,win via score
