,player type,player,result
101,"smart 2: 0, 0.5",1,lose challange
102,"smart 2: 0, 0.5",1,self lose game
103,player q learn attempt,0,lose challange
104,player q learn attempt,0,lose game
105,"smart 2: 1, 0.6",3,self lose challange
106,"smart 2: 4, 0.7",2,win challange
107,"smart 2: 1, 0.6",3,self lose challange
108,"smart 2: 1, 0.6",3,self lose challange
109,"smart 2: 1, 0.6",3,win challange
110,player q learn attempt,0,lose challange
111,player q learn attempt,0,lose challange
112,"smart 2: 4, 0.7",2,self lose challange
113,player q learn attempt,0,lose challange
114,player q learn attempt,0,lose game
115,"smart 2: 4, 0.7",2,self lose challange
116,"smart 2: 0, 0.5",1,self lose challange
117,"smart 2: 1, 0.6",3,self lose challange
118,"smart 2: 4, 0.7",2,self lose challange
119,"smart 2: 1, 0.6",3,win challange
120,"smart 2: 4, 0.7",2,win challange
121,"smart 2: 0, 0.5",1,lose challange
122,player q learn attempt,0,lose challange
123,"smart 2: 4, 0.7",2,self lose challange
124,"smart 2: 0, 0.5",1,lose challange
125,"smart 2: 1, 0.6",3,lose challange
126,"smart 2: 4, 0.7",2,self lose challange
127,"smart 2: 0, 0.5",1,self lose challange
128,player q learn attempt,0,lose challange
129,player q learn attempt,0,lose challange
130,player q learn attempt,0,lose game
131,"smart 2: 1, 0.6",3,lose challange
132,"smart 2: 4, 0.7",2,self lose challange
133,"smart 2: 4, 0.7",2,win challange
134,"smart 2: 1, 0.6",3,win challange
135,"smart 2: 1, 0.6",3,lose challange
136,"smart 2: 1, 0.6",3,lose game
137,"smart 2: 0, 0.5",1,self lose challange
138,"smart 2: 0, 0.5",1,win challange
139,player q learn attempt,0,lose challange
140,"smart 2: 0, 0.5",1,lose challange
141,"smart 2: 1, 0.6",3,self lose challange
142,"smart 2: 1, 0.6",3,self lose challange
143,player q learn attempt,0,lose challange
144,"smart 2: 0, 0.5",1,win challange
145,player q learn attempt,0,lose challange
146,"smart 2: 0, 0.5",1,lose challange
147,"smart 2: 1, 0.6",3,lose challange
148,player q learn attempt,0,win challange
149,player q learn attempt,0,lose game
150,"smart 2: 1, 0.6",3,lose game
151,"smart 2: 0, 0.5",1,self lose challange
152,"smart 2: 4, 0.7",2,self lose challange
153,player q learn attempt,0,win challange
154,player q learn attempt,0,lose challange
155,"smart 2: 1, 0.6",3,self lose challange
156,"smart 2: 4, 0.7",2,self lose challange
157,player q learn attempt,0,lose challange
158,player q learn attempt,0,lose challange
159,player q learn attempt,0,lose game
160,"smart 2: 4, 0.7",2,self lose challange
161,"smart 2: 1, 0.6",3,self lose challange
162,"smart 2: 4, 0.7",2,lose game
163,"smart 2: 1, 0.6",3,self lose challange
164,"smart 2: 0, 0.5",1,win challange
165,"smart 2: 0, 0.5",1,self lose challange
166,"smart 2: 0, 0.5",1,self lose challange
167,"smart 2: 0, 0.5",1,self lose challange
168,player q learn attempt,0,lose challange
169,player q learn attempt,0,lose challange
170,player q learn attempt,0,win challange
171,"smart 2: 0, 0.5",1,win challange
172,player q learn attempt,0,lose challange
173,player q learn attempt,0,lose game
174,"smart 2: 4, 0.7",2,self lose challange
175,"smart 2: 1, 0.6",3,win challange
176,"smart 2: 4, 0.7",2,win challange
177,"smart 2: 1, 0.6",3,self lose challange
178,"smart 2: 1, 0.6",3,lose challange
179,"smart 2: 4, 0.7",2,self lose challange
180,"smart 2: 0, 0.5",1,lose challange
181,player q learn attempt,0,lose challange
182,"smart 2: 0, 0.5",1,lose challange
183,player q learn attempt,0,lose challange
184,"smart 2: 0, 0.5",1,lose challange
185,player q learn attempt,0,win challange
186,player q learn attempt,0,lose challange
187,player q learn attempt,0,self lose game
188,"smart 2: 0, 0.5",1,win challange
189,"smart 2: 1, 0.6",3,lose challange
190,"smart 2: 4, 0.7",2,lose challange
191,"smart 2: 1, 0.6",3,self lose challange
192,"smart 2: 1, 0.6",3,self lose challange
193,"smart 2: 4, 0.7",2,self lose challange
194,"smart 2: 4, 0.7",2,self lose challange
195,"smart 2: 4, 0.7",2,win challange
196,"smart 2: 0, 0.5",1,lose challange
197,"smart 2: 0, 0.5",1,self lose challange
198,"smart 2: 0, 0.5",1,lose challange
199,player q learn attempt,0,lose challange
200,"smart 2: 0, 0.5",1,self lose game
201,player q learn attempt,0,lose challange
202,"smart 2: 4, 0.7",2,self lose challange
203,player q learn attempt,0,lose challange
204,"smart 2: 1, 0.6",3,win challange
205,player q learn attempt,0,lose game
206,"smart 2: 4, 0.7",2,win challange
207,"smart 2: 1, 0.6",3,lose challange
208,player q learn attempt,0,lose challange
209,"smart 2: 4, 0.7",2,self lose challange
210,"smart 2: 0, 0.5",1,lose challange
211,"smart 2: 0, 0.5",1,lose challange
212,"smart 2: 1, 0.6",3,self lose challange
213,player q learn attempt,0,lose challange
214,player q learn attempt,0,lose challange
215,player q learn attempt,0,self lose game
216,"smart 2: 1, 0.6",3,self lose challange
217,"smart 2: 0, 0.5",1,lose challange
218,"smart 2: 4, 0.7",2,lose challange
219,"smart 2: 0, 0.5",1,lose game
220,"smart 2: 1, 0.6",3,win challange
221,"smart 2: 4, 0.7",2,lose challange
222,"smart 2: 4, 0.7",2,win challange
223,player q learn attempt,0,lose challange
224,player q learn attempt,0,lose challange
225,player q learn attempt,0,lose challange
226,player q learn attempt,0,lose game
227,"smart 2: 1, 0.6",3,lose challange
228,"smart 2: 0, 0.5",1,lose challange
229,"smart 2: 0, 0.5",1,lose challange
230,"smart 2: 0, 0.5",1,lose challange
231,"smart 2: 1, 0.6",3,self lose challange
232,"smart 2: 4, 0.7",2,win challange
233,"smart 2: 0, 0.5",1,lose game
234,"smart 2: 1, 0.6",3,self lose challange
235,"smart 2: 4, 0.7",2,self lose challange
236,player q learn attempt,0,lose challange
237,player q learn attempt,0,lose challange
238,"smart 2: 4, 0.7",2,self lose challange
239,"smart 2: 0, 0.5",1,lose challange
240,player q learn attempt,0,lose challange
241,"smart 2: 0, 0.5",1,lose challange
242,"smart 2: 0, 0.5",1,lose challange
243,player q learn attempt,0,win challange
244,player q learn attempt,0,lose challange
245,"smart 2: 0, 0.5",1,lose challange
246,player q learn attempt,0,lose challange
247,player q learn attempt,0,win challange
248,"smart 2: 0, 0.5",1,lose challange
249,"smart 2: 0, 0.5",1,win challange
250,player q learn attempt,0,lose challange
251,player q learn attempt,0,lose game
252,"smart 2: 0, 0.5",1,self lose challange
253,"smart 2: 1, 0.6",3,lose challange
254,"smart 2: 4, 0.7",2,self lose challange
255,"smart 2: 0, 0.5",1,lose game
256,"smart 2: 4, 0.7",2,self lose challange
257,"smart 2: 1, 0.6",3,lose challange
258,"smart 2: 4, 0.7",2,self lose challange
259,"smart 2: 1, 0.6",3,win challange
260,"smart 2: 1, 0.6",3,self lose challange
261,player q learn attempt,0,lose challange
262,player q learn attempt,0,lose challange
263,player q learn attempt,0,lose challange
264,"smart 2: 0, 0.5",1,lose challange
265,player q learn attempt,0,lose game
266,"smart 2: 0, 0.5",1,lose challange
267,"smart 2: 4, 0.7",2,self lose challange
268,"smart 2: 1, 0.6",3,self lose challange
269,"smart 2: 0, 0.5",1,win challange
270,"smart 2: 1, 0.6",3,lose challange
271,"smart 2: 4, 0.7",2,self lose challange
272,"smart 2: 4, 0.7",2,self lose challange
273,"smart 2: 1, 0.6",3,self lose game
274,"smart 2: 0, 0.5",1,self lose challange
275,player q learn attempt,0,win challange
276,"smart 2: 0, 0.5",1,win challange
277,player q learn attempt,0,lose challange
278,player q learn attempt,0,lose challange
279,"smart 2: 1, 0.6",3,win challange
280,player q learn attempt,0,lose challange
281,player q learn attempt,0,self lose game
282,"smart 2: 1, 0.6",3,lose challange
283,"smart 2: 1, 0.6",3,self lose challange
284,"smart 2: 4, 0.7",2,self lose challange
285,"smart 2: 0, 0.5",1,self lose challange
286,"smart 2: 4, 0.7",2,self lose challange
287,"smart 2: 4, 0.7",2,self lose challange
288,"smart 2: 0, 0.5",1,self lose challange
289,player q learn attempt,0,win challange
290,"smart 2: 0, 0.5",1,lose challange
291,player q learn attempt,0,lose challange
292,"smart 2: 0, 0.5",1,lose challange
293,"smart 2: 0, 0.5",1,lose challange
294,"smart 2: 0, 0.5",1,win challange
295,player q learn attempt,0,lose challange
296,"smart 2: 4, 0.7",2,win challange
297,"smart 2: 0, 0.5",1,lose challange
298,player q learn attempt,0,lose challange
299,player q learn attempt,0,win challange
300,"smart 2: 0, 0.5",1,lose challange
301,player q learn attempt,0,lose challange
302,player q learn attempt,0,lose challange
303,player q learn attempt,0,lose challange
304,player q learn attempt,0,self lose game
305,"smart 2: 0, 0.5",1,lose challange
306,"smart 2: 1, 0.6",3,lose challange
307,"smart 2: 0, 0.5",1,self lose challange
308,"smart 2: 1, 0.6",3,self lose challange
309,"smart 2: 1, 0.6",3,self lose challange
310,"smart 2: 1, 0.6",3,win challange
311,player q learn attempt,0,lose challange
312,"smart 2: 1, 0.6",3,self lose challange
313,"smart 2: 1, 0.6",3,self lose challange
314,player q learn attempt,0,lose challange
315,"smart 2: 1, 0.6",3,self lose challange
316,player q learn attempt,0,lose challange
317,player q learn attempt,0,lose game
318,"smart 2: 4, 0.7",2,self lose challange
319,"smart 2: 0, 0.5",1,self lose challange
320,"smart 2: 1, 0.6",3,lose game
321,"smart 2: 0, 0.5",1,win challange
322,"smart 2: 0, 0.5",1,self lose challange
323,"smart 2: 4, 0.7",2,win challange
324,"smart 2: 4, 0.7",2,self lose challange
325,"smart 2: 4, 0.7",2,self lose challange
326,"smart 2: 0, 0.5",1,self lose challange
327,"smart 2: 1, 0.6",3,lose challange
328,"smart 2: 0, 0.5",1,self lose challange
329,"smart 2: 0, 0.5",1,win challange
330,player q learn attempt,0,lose challange
331,"smart 2: 4, 0.7",2,self lose challange
332,"smart 2: 0, 0.5",1,lose challange
333,"smart 2: 1, 0.6",3,self lose challange
334,player q learn attempt,0,win challange
335,player q learn attempt,0,lose challange
336,"smart 2: 1, 0.6",3,self lose challange
337,player q learn attempt,0,lose challange
338,"smart 2: 0, 0.5",1,lose challange
339,"smart 2: 4, 0.7",2,self lose challange
340,"smart 2: 0, 0.5",1,lose challange
341,player q learn attempt,0,lose game
342,"smart 2: 1, 0.6",3,self lose challange
343,"smart 2: 1, 0.6",3,lose game
344,"smart 2: 4, 0.7",2,self lose challange
345,"smart 2: 4, 0.7",2,win challange
346,player q learn attempt,0,lose challange
347,"smart 2: 0, 0.5",1,lose challange
348,player q learn attempt,0,lose challange
349,"smart 2: 1, 0.6",3,win challange
350,"smart 2: 1, 0.6",3,lose challange
351,player q learn attempt,0,lose challange
352,player q learn attempt,0,lose game
353,"smart 2: 1, 0.6",3,self lose challange
354,"smart 2: 1, 0.6",3,self lose challange
355,"smart 2: 1, 0.6",3,lose game
356,"smart 2: 4, 0.7",2,self lose challange
357,"smart 2: 0, 0.5",1,lose challange
358,"smart 2: 0, 0.5",1,win challange
359,"smart 2: 4, 0.7",2,win challange
360,"smart 2: 0, 0.5",1,self lose challange
361,player q learn attempt,0,win challange
362,"smart 2: 0, 0.5",1,self lose challange
363,player q learn attempt,0,lose challange
364,player q learn attempt,0,lose challange
365,player q learn attempt,0,lose challange
366,player q learn attempt,0,lose game
367,"smart 2: 1, 0.6",3,lose challange
368,"smart 2: 4, 0.7",2,self lose challange
369,"smart 2: 0, 0.5",1,self lose challange
370,"smart 2: 4, 0.7",2,self lose challange
371,"smart 2: 0, 0.5",1,win challange
372,"smart 2: 4, 0.7",2,self lose challange
373,"smart 2: 1, 0.6",3,self lose challange
374,player q learn attempt,0,lose challange
375,player q learn attempt,0,lose challange
376,player q learn attempt,0,lose challange
377,player q learn attempt,0,win challange
378,player q learn attempt,0,lose challange
379,"smart 2: 1, 0.6",3,self lose challange
380,player q learn attempt,0,lose challange
381,"smart 2: 0, 0.5",1,lose challange
382,player q learn attempt,0,lose challange
383,"smart 2: 0, 0.5",1,lose challange
384,player q learn attempt,0,self lose game
385,"smart 2: 4, 0.7",2,self lose challange
386,"smart 2: 0, 0.5",1,lose challange
387,"smart 2: 1, 0.6",3,lose challange
388,"smart 2: 0, 0.5",1,win challange
389,"smart 2: 4, 0.7",2,win challange
390,"smart 2: 0, 0.5",1,lose game
391,"smart 2: 0, 0.5",1,lose challange
392,player q learn attempt,0,lose challange
393,"smart 2: 0, 0.5",1,lose challange
394,player q learn attempt,0,lose challange
395,"smart 2: 1, 0.6",3,self lose challange
396,player q learn attempt,0,win challange
397,player q learn attempt,0,lose challange
398,player q learn attempt,0,self lose game
399,"smart 2: 1, 0.6",3,self lose challange
400,"smart 2: 4, 0.7",2,lose challange
401,"smart 2: 1, 0.6",3,self lose challange
402,"smart 2: 1, 0.6",3,lose game
403,"smart 2: 0, 0.5",1,win challange
404,"smart 2: 4, 0.7",2,win challange
405,"smart 2: 0, 0.5",1,lose challange
406,"smart 2: 0, 0.5",1,lose challange
407,"smart 2: 0, 0.5",1,lose challange
408,player q learn attempt,0,win challange
409,"smart 2: 1, 0.6",3,lose challange
410,"smart 2: 4, 0.7",2,self lose challange
411,player q learn attempt,0,lose challange
412,"smart 2: 1, 0.6",3,self lose challange
413,player q learn attempt,0,lose challange
414,"smart 2: 0, 0.5",1,self lose challange
415,player q learn attempt,0,lose challange
416,player q learn attempt,0,lose challange
417,player q learn attempt,0,lose game
418,"smart 2: 4, 0.7",2,self lose challange
419,"smart 2: 0, 0.5",1,self lose challange
420,"smart 2: 0, 0.5",1,self lose challange
421,"smart 2: 0, 0.5",1,lose game
422,"smart 2: 1, 0.6",3,lose challange
423,"smart 2: 4, 0.7",2,self lose challange
424,"smart 2: 1, 0.6",3,self lose challange
425,"smart 2: 4, 0.7",2,self lose challange
426,"smart 2: 1, 0.6",3,self lose challange
427,"smart 2: 4, 0.7",2,win challange
428,player q learn attempt,0,lose challange
429,player q learn attempt,0,lose challange
430,"smart 2: 1, 0.6",3,self lose challange
431,"smart 2: 4, 0.7",2,lose challange
432,"smart 2: 4, 0.7",2,lose challange
433,player q learn attempt,0,lose challange
434,player q learn attempt,0,self lose game
435,"smart 2: 0, 0.5",1,win challange
436,"smart 2: 4, 0.7",2,lose challange
437,"smart 2: 4, 0.7",2,win challange
438,"smart 2: 0, 0.5",1,self lose challange
439,"smart 2: 1, 0.6",3,self lose challange
440,"smart 2: 0, 0.5",1,self lose challange
441,"smart 2: 1, 0.6",3,self lose challange
442,"smart 2: 1, 0.6",3,win challange
443,"smart 2: 1, 0.6",3,win challange
444,player q learn attempt,0,lose challange
445,"smart 2: 0, 0.5",1,lose challange
446,"smart 2: 1, 0.6",3,self lose challange
447,"smart 2: 1, 0.6",3,lose challange
448,"smart 2: 4, 0.7",2,self lose challange
449,"smart 2: 1, 0.6",3,lose challange
450,player q learn attempt,0,lose challange
451,player q learn attempt,0,lose challange
452,"smart 2: 0, 0.5",1,lose challange
453,"smart 2: 0, 0.5",1,lose challange
454,"smart 2: 0, 0.5",1,lose game
455,"smart 2: 1, 0.6",3,self lose game
456,player q learn attempt,0,win challange
457,"smart 2: 4, 0.7",2,win challange
458,"smart 2: 0, 0.5",1,lose challange
459,player q learn attempt,0,lose challange
460,"smart 2: 0, 0.5",1,lose challange
461,player q learn attempt,0,lose challange
462,player q learn attempt,0,win challange
463,"smart 2: 0, 0.5",1,win challange
464,player q learn attempt,0,lose challange
465,player q learn attempt,0,self lose game
466,"smart 2: 4, 0.7",2,self lose challange
467,"smart 2: 0, 0.5",1,lose challange
468,"smart 2: 1, 0.6",3,lose challange
469,"smart 2: 4, 0.7",2,self lose challange
470,"smart 2: 4, 0.7",2,self lose challange
471,"smart 2: 1, 0.6",3,lose challange
472,"smart 2: 0, 0.5",1,self lose game
473,"smart 2: 4, 0.7",2,win challange
474,"smart 2: 0, 0.5",1,win challange
475,"smart 2: 0, 0.5",1,lose challange
476,player q learn attempt,0,lose challange
477,player q learn attempt,0,lose challange
478,player q learn attempt,0,lose challange
479,player q learn attempt,0,lose challange
480,player q learn attempt,0,lose game
481,"smart 2: 1, 0.6",3,self lose challange
482,"smart 2: 0, 0.5",1,lose challange
483,"smart 2: 0, 0.5",1,self lose challange
484,"smart 2: 0, 0.5",1,lose challange
485,"smart 2: 0, 0.5",1,win challange
486,"smart 2: 4, 0.7",2,self lose challange
487,"smart 2: 1, 0.6",3,win challange
488,"smart 2: 1, 0.6",3,self lose challange
489,"smart 2: 0, 0.5",1,lose game
490,"smart 2: 4, 0.7",2,win challange
491,"smart 2: 4, 0.7",2,self lose challange
492,"smart 2: 1, 0.6",3,self lose challange
493,"smart 2: 4, 0.7",2,self lose challange
494,"smart 2: 0, 0.5",1,lose challange
495,"smart 2: 1, 0.6",3,self lose challange
496,player q learn attempt,0,lose challange
497,"smart 2: 0, 0.5",1,lose challange
498,"smart 2: 0, 0.5",1,lose challange
499,"smart 2: 0, 0.5",1,win challange
500,player q learn attempt,0,lose challange
501,player q learn attempt,0,lose challange
502,"smart 2: 0, 0.5",1,lose game
503,player q learn attempt,0,self lose game
504,"smart 2: 4, 0.7",2,win challange
505,"smart 2: 1, 0.6",3,lose challange
506,"smart 2: 4, 0.7",2,self lose challange
507,"smart 2: 1, 0.6",3,lose challange
508,"smart 2: 4, 0.7",2,self lose challange
509,player q learn attempt,0,win challange
510,"smart 2: 0, 0.5",1,lose challange
511,player q learn attempt,0,lose challange
512,player q learn attempt,0,lose challange
513,"smart 2: 1, 0.6",3,self lose challange
514,player q learn attempt,0,win challange
515,player q learn attempt,0,lose challange
516,"smart 2: 0, 0.5",1,lose challange
517,player q learn attempt,0,lose challange
518,player q learn attempt,0,lose challange
519,"smart 2: 0, 0.5",1,lose challange
520,"smart 2: 1, 0.6",3,self lose challange
521,"smart 2: 1, 0.6",3,lose challange
522,player q learn attempt,0,lose challange
523,"smart 2: 0, 0.5",1,lose challange
524,"smart 2: 4, 0.7",2,self lose challange
525,player q learn attempt,0,lose challange
526,player q learn attempt,0,lose challange
527,player q learn attempt,0,lose game
528,"smart 2: 0, 0.5",1,self lose challange
529,"smart 2: 0, 0.5",1,lose game
530,"smart 2: 1, 0.6",3,self lose challange
531,"smart 2: 1, 0.6",3,win challange
532,"smart 2: 1, 0.6",3,self lose challange
533,player q learn attempt,0,win challange
534,player q learn attempt,0,lose challange
535,player q learn attempt,0,lose challange
536,"smart 2: 1, 0.6",3,lose challange
537,player q learn attempt,0,lose challange
538,"smart 2: 1, 0.6",3,self lose challange
539,"smart 2: 0, 0.5",1,lose challange
540,player q learn attempt,0,lose challange
541,player q learn attempt,0,self lose game
542,"smart 2: 4, 0.7",2,self lose challange
543,"smart 2: 1, 0.6",3,self lose challange
544,"smart 2: 4, 0.7",2,self lose challange
545,"smart 2: 0, 0.5",1,self lose challange
546,"smart 2: 0, 0.5",1,self lose challange
547,"smart 2: 1, 0.6",3,lose game
548,"smart 2: 4, 0.7",2,self lose challange
549,"smart 2: 0, 0.5",1,win challange
550,player q learn attempt,0,lose challange
551,player q learn attempt,0,lose challange
552,player q learn attempt,0,lose challange
553,"smart 2: 0, 0.5",1,lose challange
554,player q learn attempt,0,self lose game
555,"smart 2: 4, 0.7",2,self lose challange
556,"smart 2: 0, 0.5",1,win challange
557,"smart 2: 1, 0.6",3,lose challange
558,"smart 2: 4, 0.7",2,self lose challange
559,"smart 2: 0, 0.5",1,lose challange
560,"smart 2: 0, 0.5",1,lose challange
561,"smart 2: 1, 0.6",3,win challange
562,"smart 2: 0, 0.5",1,lose game
563,"smart 2: 4, 0.7",2,self lose challange
564,"smart 2: 4, 0.7",2,win challange
565,"smart 2: 0, 0.5",1,lose challange
566,player q learn attempt,0,win challange
567,player q learn attempt,0,lose challange
568,player q learn attempt,0,lose challange
569,player q learn attempt,0,lose challange
570,"smart 2: 1, 0.6",3,self lose challange
571,player q learn attempt,0,lose challange
572,player q learn attempt,0,win challange
573,"smart 2: 0, 0.5",1,lose challange
574,"smart 2: 4, 0.7",2,self lose challange
575,"smart 2: 0, 0.5",1,lose challange
576,"smart 2: 4, 0.7",2,lose challange
577,player q learn attempt,0,lose challange
578,"smart 2: 0, 0.5",1,lose challange
579,"smart 2: 4, 0.7",2,self lose challange
580,"smart 2: 0, 0.5",1,self lose challange
581,"smart 2: 0, 0.5",1,lose challange
582,player q learn attempt,0,lose challange
583,"smart 2: 0, 0.5",1,lose challange
584,"smart 2: 0, 0.5",1,lose game
585,player q learn attempt,0,lose challange
586,player q learn attempt,0,lose challange
587,"smart 2: 1, 0.6",3,self lose challange
588,player q learn attempt,0,self lose game
589,"smart 2: 4, 0.7",2,win challange
590,"smart 2: 1, 0.6",3,self lose challange
591,"smart 2: 4, 0.7",2,self lose challange
592,"smart 2: 1, 0.6",3,self lose challange
593,"smart 2: 1, 0.6",3,win challange
594,"smart 2: 1, 0.6",3,lose challange
595,player q learn attempt,0,lose challange
596,player q learn attempt,0,lose challange
597,"smart 2: 0, 0.5",1,lose challange
598,player q learn attempt,0,win challange
599,"smart 2: 4, 0.7",2,win challange
600,"smart 2: 0, 0.5",1,lose challange
601,player q learn attempt,0,lose challange
602,"smart 2: 1, 0.6",3,lose challange
603,"smart 2: 4, 0.7",2,self lose challange
604,player q learn attempt,0,lose game
605,"smart 2: 0, 0.5",1,win challange
606,"smart 2: 1, 0.6",3,win challange
607,"smart 2: 1, 0.6",3,win challange
608,"smart 2: 0, 0.5",1,lose challange
609,player q learn attempt,0,lose challange
610,player q learn attempt,0,lose challange
611,"smart 2: 0, 0.5",1,lose challange
612,player q learn attempt,0,win challange
613,player q learn attempt,0,lose challange
614,player q learn attempt,0,self lose game
615,"smart 2: 0, 0.5",1,lose challange
616,"smart 2: 4, 0.7",2,win challange
617,player q learn attempt,0,lose challange
618,"smart 2: 4, 0.7",2,lose challange
619,"smart 2: 1, 0.6",3,self lose challange
620,player q learn attempt,0,win challange
621,"smart 2: 1, 0.6",3,lose challange
622,player q learn attempt,0,lose challange
623,"smart 2: 1, 0.6",3,self lose challange
624,player q learn attempt,0,lose challange
625,player q learn attempt,0,lose challange
626,"smart 2: 1, 0.6",3,win challange
627,player q learn attempt,0,win challange
628,player q learn attempt,0,lose challange
629,player q learn attempt,0,lose game
630,"smart 2: 1, 0.6",3,self lose challange
631,"smart 2: 4, 0.7",2,self lose challange
632,"smart 2: 1, 0.6",3,self lose challange
633,"smart 2: 4, 0.7",2,self lose challange
634,"smart 2: 0, 0.5",1,win challange
635,"smart 2: 1, 0.6",3,self lose challange
636,player q learn attempt,0,lose challange
637,"smart 2: 1, 0.6",3,self lose challange
638,player q learn attempt,0,lose challange
639,"smart 2: 0, 0.5",1,lose challange
640,player q learn attempt,0,lose challange
641,player q learn attempt,0,lose game
642,"smart 2: 4, 0.7",2,self lose challange
643,"smart 2: 1, 0.6",3,self lose challange
644,"smart 2: 1, 0.6",3,self lose challange
645,"smart 2: 0, 0.5",1,lose challange
646,"smart 2: 4, 0.7",2,self lose challange
647,"smart 2: 0, 0.5",1,lose challange
648,"smart 2: 4, 0.7",2,self lose challange
649,"smart 2: 0, 0.5",1,win challange
650,"smart 2: 1, 0.6",3,lose challange
651,player q learn attempt,0,lose challange
652,player q learn attempt,0,lose challange
653,player q learn attempt,0,lose challange
654,"smart 2: 0, 0.5",1,lose challange
655,"smart 2: 1, 0.6",3,self lose challange
656,player q learn attempt,0,lose game
657,"smart 2: 1, 0.6",3,self lose challange
658,"smart 2: 4, 0.7",2,self lose challange
659,"smart 2: 0, 0.5",1,lose challange
660,"smart 2: 4, 0.7",2,self lose challange
661,"smart 2: 1, 0.6",3,win challange
662,"smart 2: 4, 0.7",2,self lose challange
663,"smart 2: 0, 0.5",1,lose challange
664,player q learn attempt,0,lose challange
665,player q learn attempt,0,lose challange
